worker_id,date,earnings,hours,deliveries,delivery_timestamp,time_slot,rating,acceptance_rate,cancellations,weekly_variance
W099,19-02-2026,720,6.7,12,15:10:00,night,4,0.75,4,308
W099,21-02-2026,1039,7,12,16:10:00,morning,4.5,0.74,4,395
W099,22-02-2026,692,6.9,7,17:10:00,morning,4.16,0.73,2,391
W099,23-02-2026,467,5.5,5,18:10:00,night,4.34,0.71,3,438
W099,24-02-2026,661,4.3,9,19:10:00,afternoon,4.24,0.74,3,303
W099,25-02-2026,474,4,8,20:10:00,evening,4.13,0.7,3,441
W099,27-02-2026,200,6.3,5,21:10:00,morning,4.19,0.73,4,316
W099,28-02-2026,1499,4,19,22:10:00,evening,4.16,0.82,4,418
W099,01-03-2026,200,4.8,5,23:10:00,afternoon,4.43,0.75,2,375
W100,01-01-2026,1128,6.6,18,00:10:00,night,4.75,0.97,0,110
W100,02-01-2026,896,3.4,11,01:10:00,morning,4.74,0.93,1,123
W100,03-01-2026,1119,6.7,17,02:10:00,night,4.67,0.91,0,131
W100,04-01-2026,1014,4.4,16,03:10:00,night,4.71,0.91,1,173
W100,05-01-2026,977,3.5,12,04:10:00,evening,4.83,0.98,0,146
W100,07-01-2026,1190,4.2,17,05:10:00,night,4.88,0.98,1,138
W100,08-01-2026,1344,4.9,20,06:10:00,morning,4.85,0.9,0,122
W100,09-01-2026,1156,3.2,17,07:10:00,afternoon,4.82,0.9,1,162
W100,10-01-2026,1133,7.6,18,08:10:00,afternoon,4.95,0.93,1,128
W100,12-01-2026,1305,6.8,19,09:10:00,night,4.62,0.91,0,179
W100,13-01-2026,1296,5.7,17,10:10:00,morning,4.78,0.92,1,157
W100,14-01-2026,938,5,14,11:10:00,night,4.85,0.92,0,160
W100,15-01-2026,976,5.9,13,12:10:00,evening,4.63,0.96,1,127
W100,16-01-2026,1162,7.8,16,13:10:00,afternoon,4.98,0.97,1,105
W100,17-01-2026,1036,3.8,14,14:10:00,night,4.94,0.92,0,114
W100,18-01-2026,1189,8,15,15:10:00,morning,4.98,0.97,0,138
W100,19-01-2026,1008,7.1,16,16:10:00,evening,4.62,0.98,0,157
W100,20-01-2026,992,5.5,16,17:10:00,night,4.66,0.93,1,112
W100,21-01-2026,979,4.3,15,18:10:00,night,4.94,0.95,1,161
W100,22-01-2026,1155,7.8,15,19:10:00,afternoon,4.98,0.93,0,156
W100,23-01-2026,934,7.7,13,20:10:00,evening,4.61,0.93,0,104
W100,24-01-2026,1219,6.5,15,21:10:00,morning,4.63,0.92,0,164
W100,25-01-2026,1196,7.3,17,22:10:00,evening,4.68,0.92,1,103
W100,26-01-2026,1295,3.7,20,23:10:00,morning,4.64,0.95,1,164
W100,27-01-2026,1176,6.9,16,00:10:00,night,4.84,0.94,0,157
W100,28-01-2026,1060,4.5,14,01:10:00,afternoon,4.73,0.98,1,174
W100,29-01-2026,1232,5.6,15,02:10:00,afternoon,4.65,0.95,1,128
W100,30-01-2026,1070,3.7,13,03:10:00,night,4.86,0.94,1,169
W100,31-01-2026,1331,5.2,18,04:10:00,night,4.94,0.94,0,109
W100,01-02-2026,935,7.6,14,05:10:00,night,4.9,0.94,1,111
W100,02-02-2026,1081,5.9,14,06:10:00,night,4.93,0.93,1,120
W100,03-02-2026,1019,7,14,07:10:00,evening,4.86,0.92,1,143
W100,04-02-2026,980,8,15,08:10:00,night,4.89,0.91,1,100
W100,05-02-2026,1254,4.6,15,09:10:00,afternoon,4.69,0.91,0,145
W100,06-02-2026,1091,3.1,16,10:10:00,morning,5,0.93,0,168
W100,07-02-2026,1388,7.7,18,11:10:00,evening,4.91,0.95,1,127
W100,08-02-2026,1044,5.3,15,12:10:00,evening,4.67,0.93,0,125
W100,10-02-2026,1203,7.9,16,13:10:00,morning,4.69,0.93,1,143
W100,13-02-2026,1179,3.5,15,14:10:00,afternoon,4.62,0.93,0,164
W100,14-02-2026,965,3.6,15,15:10:00,morning,4.66,0.92,0,152
W100,15-02-2026,1063,3.9,17,16:10:00,night,4.82,0.92,0,149
W100,17-02-2026,930,4.8,15,17:10:00,afternoon,4.88,0.96,0,160
W100,20-02-2026,964,4.3,15,18:10:00,night,4.94,0.93,0,130
W100,21-02-2026,1152,6.6,16,19:10:00,morning,4.6,0.92,0,162
W100,22-02-2026,919,6.5,12,20:10:00,night,4.91,0.95,1,131
W100,25-02-2026,1157,4.3,18,21:10:00,night,4.78,0.97,1,134
W100,26-02-2026,1186,7.2,16,22:10:00,evening,4.79,0.9,0,118
W100,27-02-2026,1137,6.1,14,23:10:00,afternoon,4.72,0.92,0,113
W100,28-02-2026,1072,5.5,13,00:10:00,evening,4.82,0.92,1,155
W100,01-03-2026,1047,7.3,16,01:10:00,night,4.71,0.91,1,148
W101,04-01-2026,1184,5.9,15,02:10:00,night,4.74,0.9,1,131
W101,06-01-2026,1170,3.2,16,03:10:00,evening,4.92,0.95,1,171
W101,07-01-2026,1289,5.7,19,04:10:00,night,4.62,0.96,1,153
W101,08-01-2026,1010,7.4,16,05:10:00,night,4.77,0.98,0,129
W101,09-01-2026,1077,6.6,17,06:10:00,morning,4.98,0.93,0,127
W101,10-01-2026,1130,7.7,16,07:10:00,night,4.89,0.95,0,154
W101,11-01-2026,1197,4.5,16,08:10:00,morning,4.66,0.94,0,167
W101,12-01-2026,978,7.3,12,09:10:00,night,4.82,0.96,0,170
W101,13-01-2026,1047,5.5,12,10:10:00,evening,4.74,0.94,1,100
W101,14-01-2026,802,7.9,10,11:10:00,morning,4.85,0.91,0,161
W101,15-01-2026,1036,7.9,13,12:10:00,morning,4.67,0.98,0,169
W101,17-01-2026,1176,6.2,16,13:10:00,night,4.96,0.95,0,177
W101,18-01-2026,1025,5.1,12,14:10:00,afternoon,4.77,0.93,0,143
W101,19-01-2026,1037,5.5,16,15:10:00,night,4.63,0.92,1,147
W101,20-01-2026,1295,3.1,19,16:10:00,evening,4.77,0.95,0,123
W101,22-01-2026,1111,5.9,13,17:10:00,evening,4.62,0.98,0,175
W101,24-01-2026,901,7.8,11,18:10:00,evening,4.64,0.96,1,143
W101,25-01-2026,1256,3.5,15,19:10:00,evening,5,0.96,0,148
W101,26-01-2026,963,3.6,15,20:10:00,afternoon,4.77,0.92,0,128
W101,27-01-2026,1247,7.1,19,21:10:00,morning,4.66,0.93,1,131
W101,29-01-2026,1143,4.8,16,22:10:00,afternoon,4.96,0.9,1,114
W101,30-01-2026,1154,6.6,15,23:10:00,morning,4.69,0.95,1,145
W101,01-02-2026,1217,3.1,16,00:10:00,afternoon,4.91,0.97,0,126
W101,02-02-2026,1072,7,15,01:10:00,night,4.88,0.97,0,155
W101,03-02-2026,1060,4.6,17,02:10:00,evening,4.89,0.91,0,173
W101,04-02-2026,1220,6.6,18,03:10:00,morning,4.72,0.95,1,151
W101,05-02-2026,1151,6.8,15,04:10:00,night,4.63,0.94,1,169
W101,06-02-2026,1228,4.9,17,05:10:00,night,4.63,0.94,1,160
W101,07-02-2026,1114,5.5,13,06:10:00,morning,4.85,0.92,0,108
W101,08-02-2026,1178,7.5,14,07:10:00,evening,4.96,0.93,1,138
W101,09-02-2026,1098,7.5,17,08:10:00,afternoon,4.66,0.9,0,152
W101,11-02-2026,1074,7.9,14,09:10:00,night,4.63,0.94,1,107
W101,13-02-2026,903,4.7,12,10:10:00,evening,4.72,0.91,0,151
W101,14-02-2026,1155,5.4,18,11:10:00,night,4.91,0.92,1,166
W101,15-02-2026,1180,6.1,14,12:10:00,night,4.82,0.91,0,103
W101,16-02-2026,995,6.6,16,13:10:00,night,4.87,0.97,0,160
W101,18-02-2026,1049,4.1,16,14:10:00,night,4.94,0.97,1,127
W101,21-02-2026,1200,4.2,17,15:10:00,night,4.79,0.91,0,172
W101,22-02-2026,908,5.9,14,16:10:00,morning,4.7,0.91,0,163
W101,23-02-2026,1081,7.4,16,17:10:00,night,4.84,0.91,1,108
W101,24-02-2026,1149,5.7,15,18:10:00,night,4.91,0.9,0,167
W101,25-02-2026,1094,7,16,19:10:00,evening,4.73,0.93,1,158
W101,26-02-2026,966,6.9,15,20:10:00,morning,4.8,0.97,1,133
W101,27-02-2026,958,7.3,15,21:10:00,evening,4.71,0.92,0,112
W101,28-02-2026,1242,5.7,16,22:10:00,morning,4.72,0.95,1,167
W101,01-03-2026,1434,6.8,20,23:10:00,afternoon,4.66,0.92,1,163
W102,04-01-2026,1074,7.2,14,00:10:00,afternoon,4.8,0.91,1,158
W102,05-01-2026,1132,7.3,15,01:10:00,night,4.78,0.95,0,121
W102,06-01-2026,1177,3.6,14,02:10:00,night,4.83,0.94,0,130
W102,07-01-2026,1055,6.9,13,03:10:00,afternoon,4.88,0.96,1,111
W102,08-01-2026,1194,5,17,04:10:00,afternoon,4.71,0.95,0,172
W102,09-01-2026,1043,4,14,05:10:00,night,4.65,0.92,1,124
W102,10-01-2026,1169,4.7,15,06:10:00,evening,4.66,0.97,1,156
W102,12-01-2026,941,3.9,11,07:10:00,night,4.86,0.9,1,115
W102,13-01-2026,1119,6.7,16,08:10:00,afternoon,4.6,0.91,1,128
W102,14-01-2026,1027,7,13,09:10:00,morning,4.96,0.92,0,139
W102,15-01-2026,947,7,11,10:10:00,evening,4.73,0.96,0,134
W102,16-01-2026,1134,6.8,17,11:10:00,evening,4.88,0.98,1,113
W102,17-01-2026,751,7.2,12,12:10:00,afternoon,4.75,0.94,0,148
W102,18-01-2026,1009,5.9,14,13:10:00,night,4.73,0.94,0,127
W102,19-01-2026,1042,6.4,15,14:10:00,night,4.95,0.93,0,127
W102,20-01-2026,1105,5.2,14,15:10:00,evening,4.95,0.91,0,126
W102,21-01-2026,1015,6.3,16,16:10:00,morning,4.98,0.93,1,145
W102,22-01-2026,1163,3.7,15,17:10:00,evening,4.8,0.92,1,100
W102,23-01-2026,1199,3.5,18,18:10:00,night,4.79,0.93,0,163
W102,24-01-2026,1253,7.8,16,19:10:00,night,4.77,0.91,0,161
W102,25-01-2026,1122,5.8,17,20:10:00,evening,4.72,0.92,1,152
W102,26-01-2026,1202,4.9,17,21:10:00,afternoon,4.82,0.97,1,118
W102,27-01-2026,1088,5,15,22:10:00,afternoon,4.98,0.95,1,101
W102,28-01-2026,913,3.7,15,23:10:00,night,4.73,0.91,1,126
W102,29-01-2026,1149,3.6,16,00:10:00,evening,4.75,0.92,1,131
W102,30-01-2026,1340,6.6,21,01:10:00,night,4.61,0.92,1,143
W102,31-01-2026,1554,5.7,21,02:10:00,morning,4.7,0.92,1,112
W102,02-02-2026,1520,5.6,22,03:10:00,night,4.66,0.93,0,119
W102,03-02-2026,1331,7.5,18,04:10:00,afternoon,4.86,0.95,1,129
W102,04-02-2026,1099,8,15,05:10:00,afternoon,4.85,0.92,0,151
W102,06-02-2026,1305,5.8,17,06:10:00,evening,4.64,0.98,0,156
W102,07-02-2026,866,5.6,12,07:10:00,afternoon,4.94,0.94,1,175
W102,08-02-2026,1095,6.5,17,08:10:00,evening,4.77,0.97,1,115
W102,12-02-2026,1170,7,15,09:10:00,night,4.89,0.91,1,163
W102,13-02-2026,1060,4.1,15,10:10:00,night,4.82,0.97,1,107
W102,14-02-2026,1090,5.2,14,11:10:00,night,4.72,0.97,0,119
W102,15-02-2026,1099,4.1,16,12:10:00,night,4.79,0.97,1,156
W102,16-02-2026,1118,4.2,15,13:10:00,afternoon,4.88,0.93,0,109
W102,17-02-2026,1041,7.9,15,14:10:00,afternoon,4.68,0.94,1,115
W102,18-02-2026,1042,7.8,16,15:10:00,morning,4.7,0.92,0,117
W102,19-02-2026,1015,3.2,13,16:10:00,night,4.96,0.97,1,168
W102,20-02-2026,1071,6.2,17,17:10:00,morning,4.88,0.95,0,119
W102,21-02-2026,763,3.4,12,18:10:00,morning,4.72,0.95,0,136
W102,22-02-2026,1037,7.4,12,19:10:00,morning,4.86,0.95,1,165
W102,23-02-2026,1133,4.8,18,20:10:00,night,4.95,0.98,1,128
W102,24-02-2026,906,4.6,14,21:10:00,night,4.89,0.92,1,115
W102,25-02-2026,1354,5.7,17,22:10:00,morning,4.77,0.94,1,150
W102,26-02-2026,844,3.9,11,23:10:00,evening,4.94,0.92,0,108
W102,27-02-2026,919,5.1,14,00:10:00,morning,4.78,0.97,0,163
W102,28-02-2026,1401,7.9,18,01:10:00,morning,4.85,0.94,1,174
W103,04-01-2026,1212,4.1,15,02:10:00,evening,4.85,0.91,1,164
W103,05-01-2026,1083,6.2,17,03:10:00,morning,4.75,0.9,0,145
W103,06-01-2026,1216,7.8,15,04:10:00,evening,4.77,0.91,1,143
W103,07-01-2026,911,6,13,05:10:00,afternoon,4.76,0.92,0,145
W103,08-01-2026,901,4,11,06:10:00,afternoon,4.9,0.91,1,161
W103,09-01-2026,1003,7,16,07:10:00,morning,4.85,0.95,0,121
W103,10-01-2026,1201,7.6,16,08:10:00,morning,4.77,0.91,1,146
W103,11-01-2026,1004,7.4,13,09:10:00,morning,4.65,0.95,0,160
W103,14-01-2026,1343,3.4,19,10:10:00,evening,4.69,0.94,1,148
W103,15-01-2026,1302,4,17,11:10:00,night,4.87,0.96,0,152
W103,17-01-2026,1308,3.4,20,12:10:00,morning,4.85,0.94,0,142
W103,18-01-2026,1107,6.4,14,13:10:00,night,4.62,0.97,0,148
W103,19-01-2026,1145,7.2,18,14:10:00,afternoon,4.9,0.92,1,161
W103,20-01-2026,964,5.8,12,15:10:00,night,4.62,0.95,0,131
W103,21-01-2026,938,5.8,11,16:10:00,evening,4.9,0.94,1,172
W103,22-01-2026,863,4.8,11,17:10:00,morning,4.96,0.92,0,115
W103,24-01-2026,1203,5.2,17,18:10:00,afternoon,4.99,0.97,0,158
W103,27-01-2026,1184,5.5,17,19:10:00,evening,4.78,0.93,1,144
W103,28-01-2026,996,4,15,20:10:00,evening,4.96,0.91,0,117
W103,29-01-2026,1020,3.3,13,21:10:00,morning,4.68,0.94,0,176
W103,30-01-2026,1064,7.6,15,22:10:00,morning,4.86,0.97,0,146
W103,31-01-2026,1285,6.8,17,23:10:00,morning,4.89,0.97,0,142
W103,03-02-2026,1208,3.3,19,00:10:00,evening,4.78,0.91,0,139
W103,04-02-2026,1227,7.3,16,01:10:00,morning,4.74,0.93,1,151
W103,05-02-2026,973,4.8,12,02:10:00,night,4.63,0.95,0,178
W103,07-02-2026,1209,7.9,17,03:10:00,afternoon,4.77,0.93,1,139
W103,08-02-2026,947,4.7,11,04:10:00,evening,4.73,0.92,0,128
W103,09-02-2026,903,4.7,14,05:10:00,morning,4.7,0.94,1,161
W103,10-02-2026,1020,7.2,15,06:10:00,evening,4.74,0.96,1,104
W103,11-02-2026,1222,3.2,17,07:10:00,evening,4.96,0.96,0,133
W103,12-02-2026,897,3.5,13,08:10:00,night,4.92,0.98,0,141
W103,14-02-2026,901,6.4,12,09:10:00,afternoon,4.64,0.95,1,100
W103,15-02-2026,1162,4,14,10:10:00,afternoon,4.94,0.91,0,117
W103,16-02-2026,715,7,12,11:10:00,morning,4.76,0.91,0,167
W103,17-02-2026,995,4.2,14,12:10:00,morning,4.95,0.98,0,172
W103,19-02-2026,1155,3.6,14,13:10:00,morning,4.65,0.98,1,136
W103,21-02-2026,909,7.1,10,14:10:00,night,4.64,0.94,1,109
W103,22-02-2026,1274,5.7,17,15:10:00,evening,4.96,0.91,1,144
W103,23-02-2026,1112,3.7,15,16:10:00,morning,4.88,0.96,1,152
W103,24-02-2026,1109,7.1,16,17:10:00,night,4.93,0.94,0,154
W103,26-02-2026,1081,6,16,18:10:00,evening,4.66,0.92,1,147
W103,27-02-2026,1205,3,15,19:10:00,afternoon,4.84,0.92,0,169
W103,28-02-2026,1127,3,15,20:10:00,afternoon,4.83,0.91,0,116
W103,01-03-2026,1151,5.1,15,21:10:00,morning,4.85,0.96,1,168
W104,12-01-2026,1013,6.7,16,22:10:00,evening,4.4,0.78,3,371
W104,13-01-2026,1231,7.3,18,23:10:00,night,4.25,0.77,4,430
W104,14-01-2026,984,5.5,13,00:10:00,night,4.11,0.84,4,340
W104,15-01-2026,328,7.7,5,01:10:00,afternoon,4.15,0.71,3,343
W104,16-01-2026,1194,3.7,16,02:10:00,afternoon,4.42,0.76,4,301
W104,18-01-2026,617,6.3,7,03:10:00,morning,4.08,0.82,3,312
W104,19-01-2026,793,6.5,13,04:10:00,night,4.25,0.73,2,384
W104,20-01-2026,878,4.2,12,05:10:00,night,4.08,0.77,3,329
W104,21-01-2026,241,4.1,5,06:10:00,morning,4.31,0.78,4,324
W104,22-01-2026,1275,7.3,18,07:10:00,afternoon,4.14,0.82,4,349
W104,24-01-2026,1014,7.1,15,08:10:00,night,4.07,0.72,4,396
W104,26-01-2026,666,5.9,9,09:10:00,night,4.13,0.7,4,413
W104,27-01-2026,346,7.6,5,10:10:00,morning,4.05,0.82,4,423
W104,28-01-2026,1373,7.8,18,11:10:00,morning,4.07,0.77,2,330
W104,30-01-2026,1323,4.5,18,12:10:00,evening,4.43,0.78,4,316
W104,01-02-2026,574,4.4,7,13:10:00,morning,4.38,0.81,3,357
W104,02-02-2026,918,7.6,14,14:10:00,evening,4.43,0.76,3,308
W104,03-02-2026,771,6.2,10,15:10:00,evening,4.37,0.79,2,429
W104,05-02-2026,448,7.6,5,16:10:00,evening,4.23,0.8,3,332
W104,06-02-2026,944,5.7,14,17:10:00,morning,4.4,0.77,3,397
W104,08-02-2026,795,3.9,9,18:10:00,evening,4,0.73,4,416
W104,09-02-2026,920,6,11,19:10:00,night,4.29,0.78,4,405
W104,10-02-2026,757,7.6,12,20:10:00,night,4,0.71,2,370
W104,11-02-2026,1025,4.5,14,21:10:00,afternoon,4.25,0.77,4,392
W104,13-02-2026,228,5.4,5,22:10:00,night,4.06,0.83,2,423
W104,14-02-2026,1703,5.4,24,23:10:00,morning,4.2,0.82,4,339
W104,15-02-2026,333,5.5,6,00:10:00,afternoon,4.36,0.76,3,341
W104,16-02-2026,804,6.9,9,01:10:00,evening,4.08,0.78,4,411
W104,17-02-2026,1330,7.4,17,02:10:00,night,4.42,0.74,4,327
W104,19-02-2026,1446,3.8,18,03:10:00,morning,4.26,0.82,4,402
W104,21-02-2026,363,7.7,6,04:10:00,morning,4.12,0.71,2,350
W104,22-02-2026,909,6.7,12,05:10:00,morning,4.44,0.84,4,313
W104,23-02-2026,913,4,11,06:10:00,night,4.02,0.82,2,368
W104,24-02-2026,1432,5.5,18,07:10:00,night,4.19,0.71,4,343
W104,25-02-2026,427,5.5,8,08:10:00,evening,4.45,0.78,2,354
W104,26-02-2026,618,3.7,9,09:10:00,night,4.32,0.71,4,364
W104,27-02-2026,1148,6.2,16,10:10:00,evening,4.32,0.71,3,360
W104,28-02-2026,397,6.7,6,11:10:00,night,4.13,0.81,4,358
W105,06-01-2026,941,3.8,15,12:10:00,afternoon,4.85,0.94,0,120
W105,09-01-2026,1207,7.1,16,13:10:00,night,4.81,0.95,1,165
W105,10-01-2026,850,7,14,14:10:00,night,4.62,0.94,1,150
W105,11-01-2026,834,7.5,11,15:10:00,evening,4.67,0.97,1,112
W105,12-01-2026,964,3.1,12,16:10:00,morning,4.95,0.94,1,171
W105,13-01-2026,1347,5.3,20,17:10:00,morning,4.95,0.94,1,168
W105,14-01-2026,1154,7,18,18:10:00,night,4.88,0.97,1,105
W105,15-01-2026,1102,7.2,16,19:10:00,morning,4.94,0.91,0,144
W105,16-01-2026,1417,5.8,20,20:10:00,afternoon,4.92,0.91,0,166
W105,17-01-2026,1131,3,14,21:10:00,afternoon,4.69,0.94,1,123
W105,18-01-2026,1318,4.8,18,22:10:00,afternoon,4.89,0.9,0,154
W105,19-01-2026,1302,4.4,18,23:10:00,night,4.73,0.93,0,107
W105,20-01-2026,1237,4.1,15,00:10:00,night,4.8,0.98,1,145
W105,21-01-2026,1079,6.7,13,01:10:00,morning,4.89,0.96,1,125
W105,22-01-2026,1138,3.5,18,02:10:00,night,4.79,0.92,1,149
W105,23-01-2026,971,7.2,11,03:10:00,afternoon,4.88,0.91,0,131
W105,24-01-2026,1082,6.8,15,04:10:00,evening,4.73,0.98,1,177
W105,25-01-2026,1072,3.9,14,05:10:00,evening,4.82,0.95,1,151
W105,26-01-2026,1180,5.2,18,06:10:00,night,4.85,0.94,0,164
W105,27-01-2026,1162,7.2,18,07:10:00,night,4.98,0.92,1,141
W105,28-01-2026,1087,7.4,16,08:10:00,night,4.97,0.91,0,162
W105,29-01-2026,1221,6.7,15,09:10:00,morning,4.71,0.92,0,162
W105,30-01-2026,1130,4.2,18,10:10:00,night,4.95,0.9,0,150
W105,31-01-2026,829,6.2,12,11:10:00,morning,4.78,0.97,1,161
W105,02-02-2026,964,7.3,11,12:10:00,night,4.69,0.91,1,116
W105,03-02-2026,892,7.4,10,13:10:00,night,4.99,0.95,1,165
W105,04-02-2026,1210,5.1,16,14:10:00,night,4.97,0.96,0,131
W105,05-02-2026,1065,5.3,13,15:10:00,evening,4.69,0.93,0,132
W105,06-02-2026,1081,3.4,15,16:10:00,night,4.93,0.92,0,111
W105,07-02-2026,1128,7.2,14,17:10:00,night,4.73,0.97,1,156
W105,08-02-2026,1105,3.3,16,18:10:00,evening,4.77,0.93,1,103
W105,09-02-2026,1060,3.1,13,19:10:00,morning,4.77,0.91,1,173
W105,10-02-2026,1079,4.6,17,20:10:00,evening,4.96,0.97,1,106
W105,11-02-2026,1059,5.3,16,21:10:00,morning,4.76,0.98,1,162
W105,12-02-2026,1159,7.4,18,22:10:00,morning,4.94,0.9,0,102
W105,13-02-2026,1121,4.5,15,23:10:00,evening,4.63,0.93,1,116
W105,14-02-2026,1180,5.2,17,00:10:00,afternoon,4.77,0.94,1,171
W105,16-02-2026,1095,7.7,14,01:10:00,morning,4.7,0.97,0,117
W105,18-02-2026,1082,7.9,17,02:10:00,night,4.73,0.91,0,175
W105,19-02-2026,736,7.7,10,03:10:00,afternoon,4.68,0.94,1,146
W105,20-02-2026,1142,3.7,14,04:10:00,night,4.84,0.93,0,134
W105,21-02-2026,1283,5.8,20,05:10:00,evening,4.74,0.98,1,154
W105,22-02-2026,1178,4.8,16,06:10:00,morning,4.66,0.94,0,157
W105,23-02-2026,919,4.8,13,07:10:00,afternoon,4.96,0.95,0,122
W105,24-02-2026,952,5.1,15,08:10:00,night,4.92,0.91,0,140
W105,25-02-2026,1120,5.8,17,09:10:00,night,4.82,0.96,1,129
W105,26-02-2026,1248,6.4,16,10:10:00,morning,4.91,0.92,0,161
W105,27-02-2026,1141,3.4,18,11:10:00,morning,4.71,0.91,0,130
W105,01-03-2026,1227,6,18,12:10:00,night,4.64,0.97,0,134
W106,15-01-2026,963,3.2,13,13:10:00,night,4.81,0.96,1,143
W106,17-01-2026,888,7.9,12,14:10:00,afternoon,4.93,0.95,1,149
W106,19-01-2026,1148,4.9,14,15:10:00,afternoon,4.93,0.92,0,166
W106,20-01-2026,1164,3.6,15,16:10:00,evening,4.81,0.96,0,171
W106,22-01-2026,1311,3.3,18,17:10:00,night,4.8,0.97,0,102
W106,23-01-2026,1179,3.6,15,18:10:00,morning,4.88,0.94,1,139
W106,24-01-2026,1043,4.6,12,19:10:00,evening,4.64,0.93,1,166
W106,26-01-2026,1414,5.9,19,20:10:00,afternoon,4.93,0.96,1,114
W106,27-01-2026,1376,3.4,19,21:10:00,morning,4.82,0.92,1,130
W106,28-01-2026,1241,5.9,19,22:10:00,evening,4.7,0.95,0,132
W106,30-01-2026,1003,4.5,13,23:10:00,afternoon,4.62,0.96,0,121
W106,01-02-2026,1071,6.8,14,00:10:00,night,4.75,0.93,1,174
W106,02-02-2026,1026,5.1,13,01:10:00,morning,4.99,0.97,0,163
W106,03-02-2026,1042,4.2,12,02:10:00,afternoon,4.71,0.94,1,128
W106,04-02-2026,1240,7.6,17,03:10:00,morning,4.86,0.97,0,103
W106,05-02-2026,1045,5.8,13,04:10:00,afternoon,4.7,0.96,0,151
W106,06-02-2026,970,4.6,12,05:10:00,night,4.67,0.97,1,136
W106,08-02-2026,1139,7.5,16,06:10:00,afternoon,4.76,0.97,1,117
W106,09-02-2026,1033,3.1,15,07:10:00,morning,4.97,0.91,0,156
W106,10-02-2026,1218,4.5,15,08:10:00,morning,4.94,0.92,1,153
W106,11-02-2026,1266,7.3,18,09:10:00,morning,4.99,0.95,1,158
W106,12-02-2026,1182,4.1,17,10:10:00,morning,4.81,0.91,0,100
W106,13-02-2026,1022,4.3,15,11:10:00,afternoon,4.63,0.94,0,109
W106,14-02-2026,1248,5.2,17,12:10:00,afternoon,5,0.96,1,147
W106,15-02-2026,964,4,14,13:10:00,night,4.67,0.94,1,137
W106,17-02-2026,1144,6.5,14,14:10:00,night,4.84,0.95,1,101
W106,20-02-2026,1085,7.7,13,15:10:00,afternoon,4.63,0.94,0,134
W106,21-02-2026,1323,7.8,16,16:10:00,evening,4.92,0.98,0,145
W106,22-02-2026,860,6.3,12,17:10:00,afternoon,4.68,0.95,0,136
W106,23-02-2026,924,3,12,18:10:00,night,4.62,0.91,1,103
W106,25-02-2026,1149,4.7,18,19:10:00,morning,4.74,0.9,1,163
W106,26-02-2026,1016,7.3,14,20:10:00,afternoon,4.84,0.91,1,177
W106,27-02-2026,1164,4.1,16,21:10:00,morning,4.95,0.94,0,167
W106,28-02-2026,799,5.1,11,22:10:00,night,4.84,0.9,0,158
W106,01-03-2026,1332,4.4,17,23:10:00,night,4.72,0.97,1,166
W107,07-01-2026,998,5.3,13,00:10:00,night,4.61,0.97,1,152
W107,08-01-2026,998,5.9,13,01:10:00,evening,4.86,0.91,1,115
W107,09-01-2026,731,4.5,11,02:10:00,night,4.78,0.94,0,116
W107,10-01-2026,1156,4.9,18,03:10:00,night,4.98,0.95,0,169
W107,11-01-2026,1253,3.1,19,04:10:00,afternoon,4.64,0.92,1,117
W107,12-01-2026,1135,4.8,14,05:10:00,night,4.9,0.94,1,167
W107,14-01-2026,1141,5.1,17,06:10:00,morning,4.71,0.95,0,178
W107,15-01-2026,873,7.3,11,07:10:00,afternoon,4.86,0.98,0,133
W107,16-01-2026,1243,6.4,18,08:10:00,afternoon,4.68,0.97,1,134
W107,17-01-2026,999,3.3,12,09:10:00,evening,4.97,0.96,1,104
W107,19-01-2026,1232,6.3,19,10:10:00,night,4.83,0.95,0,150
W107,20-01-2026,1310,7.1,20,11:10:00,morning,4.64,0.94,0,179
W107,21-01-2026,1143,6,18,12:10:00,morning,4.92,0.92,0,130
W107,22-01-2026,1226,4,15,13:10:00,night,4.64,0.94,1,151
W107,23-01-2026,998,5.3,14,14:10:00,night,4.81,0.92,1,159
W107,24-01-2026,1010,6.7,13,15:10:00,morning,4.81,0.9,0,153
W107,25-01-2026,1206,4.6,19,16:10:00,evening,4.7,0.96,1,142
W107,29-01-2026,997,7.9,16,17:10:00,morning,4.82,0.93,1,167
W107,31-01-2026,1377,4.5,19,18:10:00,morning,4.87,0.94,1,170
W107,01-02-2026,1056,6.7,13,19:10:00,morning,4.71,0.95,0,159
W107,02-02-2026,822,6.8,11,20:10:00,evening,4.84,0.93,1,166
W107,03-02-2026,960,7.6,13,21:10:00,morning,4.97,0.96,1,105
W107,04-02-2026,1317,5.2,16,22:10:00,night,4.8,0.92,1,120
W107,05-02-2026,1269,6.1,18,23:10:00,afternoon,4.92,0.91,0,127
W107,07-02-2026,1236,5.4,19,00:10:00,afternoon,4.75,0.97,0,146
W107,09-02-2026,1227,4.4,19,01:10:00,evening,4.98,0.92,1,120
W107,10-02-2026,1031,6.6,15,02:10:00,night,4.73,0.98,0,154
W107,11-02-2026,1097,4.6,13,03:10:00,afternoon,4.91,0.92,0,138
W107,12-02-2026,956,3.9,15,04:10:00,morning,4.6,0.94,0,151
W107,13-02-2026,1393,7,18,05:10:00,evening,4.76,0.97,0,132
W107,14-02-2026,1021,4.5,12,06:10:00,night,4.85,0.97,1,133
